SortOrder;Days Before LU;Location;Merchant Category;KI Country;KI Alpha2;Longitude;Latitude;AVG Spend;Anz Trx;AVG Spend;Anz Trx;Sum;MyLocation
1225;-7;Genève;Shopping;China;CN;6.14;46.21;S;S;3;3;9;Luzern
1226;-7;Genève;Supermarket;China;CN;6.14;46.21;XS;S;2;3;6;Luzern
1227;-7;Luzern;Clocks, Jewelery;China;CN;8.33;47.05;L;S;8;3;24;Luzern
1228;-7;Luzern;Hotel;China;CN;8.33;47.05;M;XS;5;2;10;Luzern
1229;-7;Luzern;Shopping;China;CN;8.33;47.05;XS;XS;2;2;4;Luzern
1230;-7;Luzern;Supermarket;China;CN;8.33;47.05;XS;S;2;3;6;Luzern
1231;-7;Mendrisio;Shopping;China;CN;8.99;45.89;M;S;5;3;15;Luzern
1232;-7;Zermatt;Shopping;China;CN;7.75;45.99;S;XS;3;2;6;Luzern
1233;-7;Zermatt;Supermarket;China;CN;7.75;45.99;S;XS;3;2;6;Luzern
1234;-7;Zürich;Hotel;China;CN;8.48;47.36;M;XS;5;2;10;Luzern
1235;-7;Zürich;Other;China;CN;8.48;47.36;M;M;5;5;25;Luzern
1236;-7;Zürich;Restaurant;China;CN;8.48;47.36;S;XS;3;2;6;Luzern
1237;-7;Zürich;Shopping;China;CN;8.48;47.36;L;S;8;3;24;Luzern
1238;-7;Zürich Flughafen;Shopping;China;CN;8.52;47.35;S;S;3;3;9;Luzern
1239;-8;Broc;FoodStore;China;CN;7.12;46.6;S;XS;3;2;6;Luzern
1240;-8;Genève;Clocks, Jewelery;China;CN;6.14;46.21;XL;XS;13;2;26;Luzern
1241;-8;Genève;Hotel;China;CN;6.14;46.21;XL;XS;13;2;26;Luzern
1242;-8;Luzern;Clocks, Jewelery;China;CN;8.33;47.05;L;S;8;3;24;Luzern
1243;-8;Luzern;Shopping;China;CN;8.33;47.05;XS;XXS;2;1;2;Luzern
1244;-8;Luzern;Supermarket;China;CN;8.33;47.05;XS;XXS;2;1;2;Luzern
1245;-8;Zermatt;Supermarket;China;CN;7.75;45.99;XS;XS;2;2;4;Luzern
1246;-8;Zürich;Other;China;CN;8.48;47.36;M;M;5;5;25;Luzern
1247;-8;Zürich;Shopping;China;CN;8.48;47.36;L;XS;8;2;16;Luzern
1248;-8;Zürich Flughafen;Shopping;China;CN;8.52;47.35;S;XXS;3;1;3;Luzern
1249;-9;Luzern;Clocks, Jewelery;China;CN;8.33;47.05;L;S;8;3;24;Luzern
1250;-9;Luzern;Hotel;China;CN;8.33;47.05;M;XXS;5;1;5;Luzern
1251;-9;Luzern;Supermarket;China;CN;8.33;47.05;XS;XS;2;2;4;Luzern
1252;-9;Zürich;Other;China;CN;8.48;47.36;M;S;5;3;15;Luzern
1253;-9;Zürich;Supermarket;China;CN;8.48;47.36;S;S;3;3;9;Luzern
1254;-9;Zürich Flughafen;Shopping;China;CN;8.52;47.35;M;XS;5;2;10;Luzern
1255;-10;Luzern;Clocks, Jewelery;China;CN;8.33;47.05;L;XS;8;2;16;Luzern
1256;-10;Luzern;Supermarket;China;CN;8.33;47.05;XS;XXS;2;1;2;Luzern
1257;-10;Zürich;Restaurant;China;CN;8.48;47.36;XS;XS;2;2;4;Luzern
1258;-10;Zürich;Shopping;China;CN;8.48;47.36;S;XXS;3;1;3;Luzern
1259;10;Luzern;Restaurant;Germany;DE;8.33;47.05;S;XXS;3;1;3;Luzern
1260;10;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;XS;2;2;4;Luzern
1261;9;Luzern;Restaurant;Germany;DE;8.33;47.05;XS;XS;2;2;4;Luzern
1262;9;Luzern;Shopping;Germany;DE;8.33;47.05;S;XS;3;2;6;Luzern
1263;9;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1264;8;Luzern;Restaurant;Germany;DE;8.33;47.05;S;XS;3;2;6;Luzern
1265;8;Luzern;Shopping;Germany;DE;8.33;47.05;XS;XS;2;2;4;Luzern
1266;8;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1267;7;Luzern;Restaurant;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1268;7;Luzern;Shopping;Germany;DE;8.33;47.05;M;XS;5;2;10;Luzern
1269;7;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1270;7;Zürich;Shopping;Germany;DE;8.48;47.36;XS;XXS;2;1;2;Luzern
1271;6;Kriens;Supermarket;Germany;DE;8.26;47.02;S;XS;3;2;6;Luzern
1272;6;Luzern;Hotel;Germany;DE;8.33;47.05;L;XS;8;2;16;Luzern
1273;6;Luzern;Restaurant;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1274;6;Luzern;Shopping;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1275;6;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1276;5;Luzern;Restaurant;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1277;5;Luzern;Shopping;Germany;DE;8.33;47.05;S;XS;3;2;6;Luzern
1278;5;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1279;5;Zürich;Shopping;Germany;DE;8.48;47.36;M;XS;5;2;10;Luzern
1280;5;Zürich;Supermarket;Germany;DE;8.48;47.36;XXS;XS;1;2;2;Luzern
1281;4;Bern;Transportation;Germany;DE;7.41;46.95;S;XS;3;2;6;Luzern
1282;4;Kriens;Supermarket;Germany;DE;8.26;47.02;XS;XXS;2;1;2;Luzern
1283;4;Luzern;Restaurant;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1284;4;Luzern;Shopping;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1285;4;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1286;4;Luzern;Transportation;Germany;DE;8.33;47.05;M;XXS;5;1;5;Luzern
1287;4;Zürich;Supermarket;Germany;DE;8.48;47.36;XS;S;2;3;6;Luzern
1288;3;Bern;Supermarket;Germany;DE;7.41;46.95;XS;XXS;2;1;2;Luzern
1289;3;Kriens;Supermarket;Germany;DE;8.26;47.02;S;XS;3;2;6;Luzern
1290;3;Luzern;Hotel;Germany;DE;8.33;47.05;M;S;5;3;15;Luzern
1291;3;Luzern;Other;Germany;DE;8.33;47.05;S;XXS;3;1;3;Luzern
1292;3;Luzern;Restaurant;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1293;3;Luzern;Shopping;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1294;3;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1295;3;Luzern;Transportation;Germany;DE;8.33;47.05;M;XXS;5;1;5;Luzern
1296;3;Vevey;Hotel;Germany;DE;6.85;46.46;M;XS;5;2;10;Luzern
1297;3;Zürich;Restaurant;Germany;DE;8.48;47.36;S;XS;3;2;6;Luzern
1298;3;Zürich;Shopping;Germany;DE;8.48;47.36;S;XXS;3;1;3;Luzern
1299;3;Zürich;Supermarket;Germany;DE;8.48;47.36;XS;S;2;3;6;Luzern
1300;2;Basel;Other;Germany;DE;7.58;47.56;M;XXS;5;1;5;Luzern
1301;2;Bern;Restaurant;Germany;DE;7.41;46.95;S;XS;3;2;6;Luzern
1302;2;Bern;Supermarket;Germany;DE;7.41;46.95;S;XS;3;2;6;Luzern
1303;2;Bern;Transportation;Germany;DE;7.41;46.95;M;XS;5;2;10;Luzern
1304;2;Engelberg;Transportation;Germany;DE;8.43;46.82;M;XXS;5;1;5;Luzern
1305;2;Interlaken;Supermarket;Germany;DE;7.86;46.69;XS;XS;2;2;4;Luzern
1306;2;Kriens;Hotel;Germany;DE;8.26;47.02;S;XS;3;2;6;Luzern
1307;2;Kriens;Transportation;Germany;DE;8.26;47.02;S;S;3;3;9;Luzern
1308;2;Luzern;Electronic Sales;Germany;DE;8.33;47.05;XS;XS;2;2;4;Luzern
1309;2;Luzern;Hotel;Germany;DE;8.33;47.05;M;S;5;3;15;Luzern
1310;2;Luzern;Other;Germany;DE;8.33;47.05;M;XXS;5;1;5;Luzern
1311;2;Luzern;Restaurant;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1312;2;Luzern;Shopping;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1313;2;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;L;2;8;16;Luzern
1314;2;Luzern;Tourist Attractions;Germany;DE;8.33;47.05;S;XS;3;2;6;Luzern
1315;2;Luzern;Transportation;Germany;DE;8.33;47.05;S;XS;3;2;6;Luzern
1316;2;Zürich;Other;Germany;DE;8.48;47.36;S;XS;3;2;6;Luzern
1317;2;Zürich;Restaurant;Germany;DE;8.48;47.36;XS;S;2;3;6;Luzern
1318;2;Zürich;Shopping;Germany;DE;8.48;47.36;XS;S;2;3;6;Luzern
1319;2;Zürich;Supermarket;Germany;DE;8.48;47.36;XS;S;2;3;6;Luzern
1320;1;Alpnachstad;Transportation;Germany;DE;8.28;46.97;M;XS;5;2;10;Luzern
1321;1;Basel;Electronic Sales;Germany;DE;7.58;47.56;XS;XXS;2;1;2;Luzern
1322;1;Bern;Hotel;Germany;DE;7.41;46.95;L;S;8;3;24;Luzern
1323;1;Bern;Restaurant;Germany;DE;7.41;46.95;XS;XS;2;2;4;Luzern
1324;1;Bern;Shopping;Germany;DE;7.41;46.95;M;XS;5;2;10;Luzern
1325;1;Bern;Transportation;Germany;DE;7.41;46.95;XS;XS;2;2;4;Luzern
1326;1;Engelberg;Restaurant;Germany;DE;8.43;46.82;XS;S;2;3;6;Luzern
1327;1;Engelberg;Transportation;Germany;DE;8.43;46.82;M;S;5;3;15;Luzern
1328;1;Grindelwald;Transportation;Germany;DE;8.05;46.62;M;XS;5;2;10;Luzern
1329;1;Hergiswil NW;Shopping;Germany;DE;8.26;46.98;S;XXS;3;1;3;Luzern
1330;1;Interlaken;Restaurant;Germany;DE;7.86;46.69;S;XS;3;2;6;Luzern
1331;1;Interlaken;Supermarket;Germany;DE;7.86;46.69;S;XS;3;2;6;Luzern
1332;1;Interlaken;Transportation;Germany;DE;7.86;46.69;S;XXS;3;1;3;Luzern
1333;1;Jungfraujoch;Shopping;Germany;DE;7.98;46.55;XS;XXS;2;1;2;Luzern
1334;1;Kriens;Hotel;Germany;DE;8.26;47.02;M;S;5;3;15;Luzern
1335;1;Kriens;Service Stations;Germany;DE;8.26;47.02;S;XS;3;2;6;Luzern
1336;1;Kriens;Shopping;Germany;DE;8.26;47.02;S;XXS;3;1;3;Luzern
1337;1;Kriens;Supermarket;Germany;DE;8.26;47.02;S;S;3;3;9;Luzern
1338;1;Kriens;Transportation;Germany;DE;8.26;47.02;S;XS;3;2;6;Luzern
1339;1;Luzern;Bakeries;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1340;1;Luzern;Clocks, Jewelery;Germany;DE;8.33;47.05;L;XXS;8;1;8;Luzern
1341;1;Luzern;Electronic Sales;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1342;1;Luzern;Hotel;Germany;DE;8.33;47.05;M;M;5;5;25;Luzern
1343;1;Luzern;Museum, Theater;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1344;1;Luzern;Other;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1345;1;Luzern;Restaurant;Germany;DE;8.33;47.05;S;L;3;8;24;Luzern
1346;1;Luzern;Shopping;Germany;DE;8.33;47.05;S;M;3;5;15;Luzern
1347;1;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;L;2;8;16;Luzern
1348;1;Luzern;Tourist Attractions;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1349;1;Luzern;Transportation;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1350;1;Thun;Supermarket;Germany;DE;7.62;46.75;XS;XXS;2;1;2;Luzern
1351;1;Vitznau;Transportation;Germany;DE;8.49;47.02;S;XS;3;2;6;Luzern
1352;1;Weggis;Restaurant;Germany;DE;8.44;47.04;M;XXS;5;1;5;Luzern
1353;1;Weggis;Transportation;Germany;DE;8.44;47.04;S;XS;3;2;6;Luzern
1354;1;Wengen;Transportation;Germany;DE;7.91;46.6;S;XXS;3;1;3;Luzern
1355;1;Zürich;Electronic Sales;Germany;DE;8.48;47.36;XS;XXS;2;1;2;Luzern
1356;1;Zürich;FoodStore;Germany;DE;8.48;47.36;XS;XS;2;2;4;Luzern
1357;1;Zürich;Other;Germany;DE;8.48;47.36;S;S;3;3;9;Luzern
1358;1;Zürich;Restaurant;Germany;DE;8.48;47.36;S;S;3;3;9;Luzern
1359;1;Zürich;Shopping;Germany;DE;8.48;47.36;S;S;3;3;9;Luzern
1360;1;Zürich;Supermarket;Germany;DE;8.48;47.36;XS;S;2;3;6;Luzern
1361;0;Affoltern am Albis;Service Stations;Germany;DE;8.45;47.28;S;XS;3;2;6;Luzern
1362;0;Alpnachstad;Transportation;Germany;DE;8.28;46.97;S;S;3;3;9;Luzern
1363;0;Basel;Other;Germany;DE;7.58;47.56;S;XS;3;2;6;Luzern
1364;0;Basel;Service Stations;Germany;DE;7.58;47.56;S;XS;3;2;6;Luzern
1365;0;Bern;Restaurant;Germany;DE;7.41;46.95;XS;XS;2;2;4;Luzern
1366;0;Bern;Transportation;Germany;DE;7.41;46.95;XS;XS;2;2;4;Luzern
1367;0;Engelberg;Restaurant;Germany;DE;8.43;46.82;S;XS;3;2;6;Luzern
1368;0;Engelberg;Transportation;Germany;DE;8.43;46.82;M;XXS;5;1;5;Luzern
1369;0;Interlaken;Supermarket;Germany;DE;7.86;46.69;XS;XS;2;2;4;Luzern
1370;0;Kriens;Hotel;Germany;DE;8.26;47.02;S;M;3;5;15;Luzern
1371;0;Kriens;Restaurant;Germany;DE;8.26;47.02;S;XS;3;2;6;Luzern
1372;0;Kriens;Service Stations;Germany;DE;8.26;47.02;S;XS;3;2;6;Luzern
1373;0;Kriens;Shopping;Germany;DE;8.26;47.02;S;M;3;5;15;Luzern
1374;0;Kriens;Supermarket;Germany;DE;8.26;47.02;S;S;3;3;9;Luzern
1375;0;Kriens;Transportation;Germany;DE;8.26;47.02;S;M;3;5;15;Luzern
1376;0;Luzern;Bakeries;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1377;0;Luzern;Clocks, Jewelery;Germany;DE;8.33;47.05;M;S;5;3;15;Luzern
1378;0;Luzern;Electronic Sales;Germany;DE;8.33;47.05;XXS;L;1;8;8;Luzern
1379;0;Luzern;Hotel;Germany;DE;8.33;47.05;M;L;5;8;40;Luzern
1380;0;Luzern;Museum, Theater;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1381;0;Luzern;Other;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1382;0;Luzern;Restaurant;Germany;DE;8.33;47.05;S;XL;3;13;39;Luzern
1383;0;Luzern;Service Stations;Germany;DE;8.33;47.05;S;XS;3;2;6;Luzern
1384;0;Luzern;Shopping;Germany;DE;8.33;47.05;S;L;3;8;24;Luzern
1385;0;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;L;2;8;16;Luzern
1386;0;Luzern;Tourist Attractions;Germany;DE;8.33;47.05;S;M;3;5;15;Luzern
1387;0;Luzern;Transportation;Germany;DE;8.33;47.05;S;M;3;5;15;Luzern
1388;0;Vitznau;Transportation;Germany;DE;8.49;47.02;M;XS;5;2;10;Luzern
1389;0;Zürich;Electronic Sales;Germany;DE;8.48;47.36;XS;XS;2;2;4;Luzern
1390;0;Zürich;Hotel;Germany;DE;8.48;47.36;S;XXS;3;1;3;Luzern
1391;0;Zürich;Other;Germany;DE;8.48;47.36;XS;XS;2;2;4;Luzern
1392;0;Zürich;Restaurant;Germany;DE;8.48;47.36;S;S;3;3;9;Luzern
1393;0;Zürich;Supermarket;Germany;DE;8.48;47.36;XS;S;2;3;6;Luzern
1394;-1;Alpnachstad;Transportation;Germany;DE;8.28;46.97;M;XS;5;2;10;Luzern
1395;-1;Basel;Service Stations;Germany;DE;7.58;47.56;XS;XXS;2;1;2;Luzern
1396;-1;Basel;Supermarket;Germany;DE;7.58;47.56;XXS;XS;1;2;2;Luzern
1397;-1;Basel;Transportation;Germany;DE;7.58;47.56;XXS;S;1;3;3;Luzern
1398;-1;Bern;Hotel;Germany;DE;7.41;46.95;M;XXS;5;1;5;Luzern
1399;-1;Bern;Supermarket;Germany;DE;7.41;46.95;XS;XS;2;2;4;Luzern
1400;-1;Engelberg;Restaurant;Germany;DE;8.43;46.82;S;XS;3;2;6;Luzern
1401;-1;Engelberg;Transportation;Germany;DE;8.43;46.82;M;S;5;3;15;Luzern
1402;-1;Grindelwald;Transportation;Germany;DE;8.05;46.62;M;XS;5;2;10;Luzern
1403;-1;Interlaken;Supermarket;Germany;DE;7.86;46.69;XS;XS;2;2;4;Luzern
1404;-1;Kriens;Hotel;Germany;DE;8.26;47.02;M;S;5;3;15;Luzern
1405;-1;Kriens;Shopping;Germany;DE;8.26;47.02;S;XS;3;2;6;Luzern
1406;-1;Kriens;Supermarket;Germany;DE;8.26;47.02;S;S;3;3;9;Luzern
1407;-1;Kriens;Transportation;Germany;DE;8.26;47.02;S;S;3;3;9;Luzern
1408;-1;Luzern;Bakeries;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1409;-1;Luzern;Bar;Germany;DE;8.33;47.05;S;XS;3;2;6;Luzern
1410;-1;Luzern;Clocks, Jewelery;Germany;DE;8.33;47.05;M;XS;5;2;10;Luzern
1411;-1;Luzern;Electronic Sales;Germany;DE;8.33;47.05;XXS;S;1;3;3;Luzern
1412;-1;Luzern;Hotel;Germany;DE;8.33;47.05;M;M;5;5;25;Luzern
1413;-1;Luzern;Museum, Theater;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1414;-1;Luzern;Other;Germany;DE;8.33;47.05;M;XS;5;2;10;Luzern
1415;-1;Luzern;Restaurant;Germany;DE;8.33;47.05;S;M;3;5;15;Luzern
1416;-1;Luzern;Service Stations;Germany;DE;8.33;47.05;S;XS;3;2;6;Luzern
1417;-1;Luzern;Shopping;Germany;DE;8.33;47.05;S;M;3;5;15;Luzern
1418;-1;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;L;2;8;16;Luzern
1419;-1;Luzern;Tourist Attractions;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1420;-1;Luzern;Transportation;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1421;-1;Stans;Transportation;Germany;DE;8.36;46.96;M;XS;5;2;10;Luzern
1422;-1;Weggis;Hotel;Germany;DE;8.44;47.04;M;XXS;5;1;5;Luzern
1423;-1;Weggis;Transportation;Germany;DE;8.44;47.04;M;XS;5;2;10;Luzern
1424;-1;Zürich;Electronic Sales;Germany;DE;8.48;47.36;XS;XS;2;2;4;Luzern
1425;-1;Zürich;FoodStore;Germany;DE;8.48;47.36;XS;XS;2;2;4;Luzern
1426;-1;Zürich;Hotel;Germany;DE;8.48;47.36;M;S;5;3;15;Luzern
1427;-1;Zürich;Other;Germany;DE;8.48;47.36;S;S;3;3;9;Luzern
1428;-1;Zürich;Restaurant;Germany;DE;8.48;47.36;S;S;3;3;9;Luzern
1429;-1;Zürich;Shopping;Germany;DE;8.48;47.36;S;S;3;3;9;Luzern
1430;-1;Zürich;Supermarket;Germany;DE;8.48;47.36;XS;S;2;3;6;Luzern
1431;-1;Zürich Flughafen;Restaurant;Germany;DE;8.52;47.35;XS;S;2;3;6;Luzern
1432;-2;Basel;Restaurant;Germany;DE;7.58;47.56;S;XXS;3;1;3;Luzern
1433;-2;Basel;Service Stations;Germany;DE;7.58;47.56;XS;XS;2;2;4;Luzern
1434;-2;Bern;Hotel;Germany;DE;7.41;46.95;XL;XS;13;2;26;Luzern
1435;-2;Bern;Shopping;Germany;DE;7.41;46.95;XS;XS;2;2;4;Luzern
1436;-2;Bern;Transportation;Germany;DE;7.41;46.95;S;XS;3;2;6;Luzern
1437;-2;Grindelwald;Transportation;Germany;DE;8.05;46.62;M;S;5;3;15;Luzern
1438;-2;Lausanne;Supermarket;Germany;DE;6.63;46.52;XS;XXS;2;1;2;Luzern
1439;-2;Luzern;Bakeries;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1440;-2;Luzern;Hotel;Germany;DE;8.33;47.05;M;S;5;3;15;Luzern
1441;-2;Luzern;Museum, Theater;Germany;DE;8.33;47.05;M;XS;5;2;10;Luzern
1442;-2;Luzern;Restaurant;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1443;-2;Luzern;Shopping;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1444;-2;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1445;-2;Luzern;Tourist Attractions;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1446;-2;Rigi Kaltbad;Other;Germany;DE;8.47;47.05;S;XXS;3;1;3;Luzern
1447;-2;Vitznau;Transportation;Germany;DE;8.49;47.02;M;XS;5;2;10;Luzern
1448;-2;Weggis;Hotel;Germany;DE;8.44;47.04;L;XXS;8;1;8;Luzern
1449;-2;Weggis;Transportation;Germany;DE;8.44;47.04;S;XS;3;2;6;Luzern
1450;-2;Zürich;Restaurant;Germany;DE;8.48;47.36;XS;S;2;3;6;Luzern
1451;-2;Zürich;Shopping;Germany;DE;8.48;47.36;XS;XXS;2;1;2;Luzern
1452;-2;Zürich;Supermarket;Germany;DE;8.48;47.36;XS;XS;2;2;4;Luzern
1453;-3;Bern;Shopping;Germany;DE;7.41;46.95;M;XS;5;2;10;Luzern
1454;-3;Bern;Supermarket;Germany;DE;7.41;46.95;XS;XS;2;2;4;Luzern
1455;-3;Bern;Transportation;Germany;DE;7.41;46.95;XS;XS;2;2;4;Luzern
1456;-3;Grindelwald;Transportation;Germany;DE;8.05;46.62;M;XXS;5;1;5;Luzern
1457;-3;Kriens;Transportation;Germany;DE;8.26;47.02;S;XXS;3;1;3;Luzern
1458;-3;Luzern;Bakeries;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1459;-3;Luzern;Hotel;Germany;DE;8.33;47.05;M;S;5;3;15;Luzern
1460;-3;Luzern;Other;Germany;DE;8.33;47.05;S;XXS;3;1;3;Luzern
1461;-3;Luzern;Restaurant;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1462;-3;Luzern;Shopping;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1463;-3;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1464;-3;Luzern;Tourist Attractions;Germany;DE;8.33;47.05;S;XS;3;2;6;Luzern
1465;-3;Zürich;Other;Germany;DE;8.48;47.36;S;XXS;3;1;3;Luzern
1466;-3;Zürich;Restaurant;Germany;DE;8.48;47.36;XS;S;2;3;6;Luzern
1467;-3;Zürich;Shopping;Germany;DE;8.48;47.36;S;XS;3;2;6;Luzern
1468;-3;Zürich;Supermarket;Germany;DE;8.48;47.36;XXS;XS;1;2;2;Luzern
1469;-3;Zürich Flughafen;Restaurant;Germany;DE;8.52;47.35;XS;XXS;2;1;2;Luzern
1470;-4;Kriens;Supermarket;Germany;DE;8.26;47.02;S;XXS;3;1;3;Luzern
1471;-4;Luzern;Bakeries;Germany;DE;8.33;47.05;XS;XS;2;2;4;Luzern
1472;-4;Luzern;Bar;Germany;DE;8.33;47.05;S;XS;3;2;6;Luzern
1473;-4;Luzern;Hotel;Germany;DE;8.33;47.05;M;XS;5;2;10;Luzern
1474;-4;Luzern;Restaurant;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1475;-4;Luzern;Shopping;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1476;-4;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1477;-4;Zürich;Other;Germany;DE;8.48;47.36;XS;XXS;2;1;2;Luzern
1478;-4;Zürich;Restaurant;Germany;DE;8.48;47.36;S;XXS;3;1;3;Luzern
1479;-4;Zürich;Shopping;Germany;DE;8.48;47.36;M;XXS;5;1;5;Luzern
1480;-5;Bern;Hotel;Germany;DE;7.41;46.95;M;XS;5;2;10;Luzern
1481;-5;Kriens;Supermarket;Germany;DE;8.26;47.02;S;XS;3;2;6;Luzern
1482;-5;Luzern;Bar;Germany;DE;8.33;47.05;S;XS;3;2;6;Luzern
1483;-5;Luzern;Restaurant;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1484;-5;Luzern;Shopping;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1485;-5;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1486;-6;Luzern;Bar;Germany;DE;8.33;47.05;S;XS;3;2;6;Luzern
1487;-6;Luzern;Hotel;Germany;DE;8.33;47.05;M;XXS;5;1;5;Luzern
1488;-6;Luzern;Restaurant;Germany;DE;8.33;47.05;XS;XS;2;2;4;Luzern
1489;-6;Luzern;Shopping;Germany;DE;8.33;47.05;S;XXS;3;1;3;Luzern
1490;-6;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1491;-6;Mendrisio;Shopping;Germany;DE;8.99;45.89;M;XS;5;2;10;Luzern
1492;-6;Zürich;Supermarket;Germany;DE;8.48;47.36;XXS;XS;1;2;2;Luzern
1493;-7;Luzern;Bakeries;Germany;DE;8.33;47.05;XXS;XXS;1;1;1;Luzern
1494;-7;Luzern;Restaurant;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1495;-7;Luzern;Shopping;Germany;DE;8.33;47.05;S;XXS;3;1;3;Luzern
1496;-7;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1497;-7;Zürich;Supermarket;Germany;DE;8.48;47.36;XS;XXS;2;1;2;Luzern
1498;-8;Luzern;Bakeries;Germany;DE;8.33;47.05;XXS;XS;1;2;2;Luzern
1499;-8;Luzern;Restaurant;Germany;DE;8.33;47.05;XS;XS;2;2;4;Luzern
1500;-8;Luzern;Shopping;Germany;DE;8.33;47.05;XS;XS;2;2;4;Luzern
1501;-8;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;M;2;5;10;Luzern
1502;-8;Zürich;Supermarket;Germany;DE;8.48;47.36;XXS;XXS;1;1;1;Luzern
1503;-9;Luzern;Restaurant;Germany;DE;8.33;47.05;S;S;3;3;9;Luzern
1504;-9;Luzern;Shopping;Germany;DE;8.33;47.05;XS;XS;2;2;4;Luzern
1505;-9;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1506;-10;Luzern;Supermarket;Germany;DE;8.33;47.05;XS;S;2;3;6;Luzern
1507;9;Luzern;Supermarket;Espania;ES;8.33;47.05;XS;XS;2;2;4;Luzern
1508;8;Luzern;Supermarket;Espania;ES;8.33;47.05;XS;XXS;2;1;2;Luzern
1509;7;Luzern;Restaurant;Espania;ES;8.33;47.05;XS;XXS;2;1;2;Luzern
1510;7;Luzern;Shopping;Espania;ES;8.33;47.05;M;XS;5;2;10;Luzern
1511;7;Luzern;Supermarket;Espania;ES;8.33;47.05;XS;S;2;3;6;Luzern
1512;7;Zürich;Restaurant;Espania;ES;8.48;47.36;M;XXS;5;1;5;Luzern
1513;6;La Croix-de-Rozon;Other;Espania;ES;6.11;46.14;S;XXS;3;1;3;Luzern
1514;6;Lauterbrunnen;Hotel;Espania;ES;7.89;46.55;M;XS;5;2;10;Luzern
1515;6;Luzern;Shopping;Espania;ES;8.33;47.05;S;XXS;3;1;3;Luzern
1516;6;Luzern;Supermarket;Espania;ES;8.33;47.05;XS;S;2;3;6;Luzern
1517;5;Bern;Hotel;Espania;ES;7.41;46.95;M;XXS;5;1;5;Luzern
1518;5;Broc;FoodStore;Espania;ES;7.12;46.6;XS;XS;2;2;4;Luzern
