SortOrder;Days Before LU;Location;Merchant Category;KI Country;KI Alpha2;Longitude;Latitude;AVG Spend;Anz Trx;AVG Spend;Anz Trx;Sum;MyLocation
923;-1;Basel;Shopping;China;CN;7.58;47.56;XS;S;2;3;6;Luzern
924;-1;Basel;Supermarket;China;CN;7.58;47.56;XS;M;2;5;10;Luzern
925;-1;Bellinzona;Restaurant;China;CN;9.02;46.2;XS;XS;2;2;4;Luzern
926;-1;Bellinzona;Service Stations;China;CN;9.02;46.2;XS;M;2;5;10;Luzern
927;-1;Bern;Bakeries;China;CN;7.41;46.95;XS;XS;2;2;4;Luzern
928;-1;Bern;Clocks, Jewelery;China;CN;7.41;46.95;XL;S;13;3;39;Luzern
929;-1;Bern;Hotel;China;CN;7.41;46.95;M;S;5;3;15;Luzern
930;-1;Bern;Restaurant;China;CN;7.41;46.95;S;S;3;3;9;Luzern
931;-1;Bern;Shopping;China;CN;7.41;46.95;M;M;5;5;25;Luzern
932;-1;Bern;Supermarket;China;CN;7.41;46.95;XS;M;2;5;10;Luzern
933;-1;Bern;Transportation;China;CN;7.41;46.95;M;S;5;3;15;Luzern
934;-1;Broc;FoodStore;China;CN;7.12;46.6;S;XS;3;2;6;Luzern
935;-1;Brunnen;Hotel;China;CN;8.59;46.96;M;S;5;3;15;Luzern
936;-1;Engelberg;Restaurant;China;CN;8.43;46.82;S;XL;3;13;39;Luzern
937;-1;Engelberg;Shopping;China;CN;8.43;46.82;XL;XL;13;13;169;Luzern
938;-1;Engelberg;Supermarket;China;CN;8.43;46.82;S;M;3;5;15;Luzern
939;-1;Engelberg;Transportation;China;CN;8.43;46.82;M;M;5;5;25;Luzern
940;-1;Fribourg;Shopping;China;CN;7.16;46.8;S;XS;3;2;6;Luzern
941;-1;Genève;Clocks, Jewelery;China;CN;6.14;46.21;XL;M;13;5;65;Luzern
942;-1;Genève;FoodStore;China;CN;6.14;46.21;XS;XS;2;2;4;Luzern
943;-1;Genève;Hotel;China;CN;6.14;46.21;M;S;5;3;15;Luzern
944;-1;Genève;Restaurant;China;CN;6.14;46.21;M;S;5;3;15;Luzern
945;-1;Genève;Shopping;China;CN;6.14;46.21;M;M;5;5;25;Luzern
946;-1;Genève;Supermarket;China;CN;6.14;46.21;XS;S;2;3;6;Luzern
947;-1;Goldau;Bakeries;China;CN;8.55;47.05;XS;XXS;2;1;2;Luzern
948;-1;Grindelwald;Hotel;China;CN;8.05;46.62;M;XS;5;2;10;Luzern
949;-1;Grindelwald;Shopping;China;CN;8.05;46.62;M;S;5;3;15;Luzern
950;-1;Grindelwald;Supermarket;China;CN;8.05;46.62;XS;S;2;3;6;Luzern
951;-1;Interlaken;Bakeries;China;CN;7.86;46.69;S;M;3;5;15;Luzern
952;-1;Interlaken;Clocks, Jewelery;China;CN;7.86;46.69;XL;XXL;13;21;273;Luzern
953;-1;Interlaken;Hotel;China;CN;7.86;46.69;M;M;5;5;25;Luzern
954;-1;Interlaken;Other;China;CN;7.86;46.69;M;L;5;8;40;Luzern
955;-1;Interlaken;Restaurant;China;CN;7.86;46.69;S;XL;3;13;39;Luzern
956;-1;Interlaken;Service Stations;China;CN;7.86;46.69;XS;XL;2;13;26;Luzern
957;-1;Interlaken;Shopping;China;CN;7.86;46.69;M;XXL;5;21;105;Luzern
958;-1;Interlaken;Supermarket;China;CN;7.86;46.69;XS;XL;2;13;26;Luzern
959;-1;Interlaken;Transportation;China;CN;7.86;46.69;S;S;3;3;9;Luzern
960;-1;Jungfraujoch;Clocks, Jewelery;China;CN;7.98;46.55;XL;M;13;5;65;Luzern
961;-1;Jungfraujoch;Shopping;China;CN;7.98;46.55;M;L;5;8;40;Luzern
962;-1;Kriens;Hotel;China;CN;8.26;47.02;XS;M;2;5;10;Luzern
963;-1;Kriens;Restaurant;China;CN;8.26;47.02;XS;S;2;3;6;Luzern
964;-1;Kriens;Shopping;China;CN;8.26;47.02;S;L;3;8;24;Luzern
965;-1;Kriens;Transportation;China;CN;8.26;47.02;M;S;5;3;15;Luzern
966;-1;Lausanne;Hotel;China;CN;6.63;46.52;M;XS;5;2;10;Luzern
967;-1;Lausanne;Other;China;CN;6.63;46.52;S;XS;3;2;6;Luzern
968;-1;Lausanne;Restaurant;China;CN;6.63;46.52;S;S;3;3;9;Luzern
969;-1;Lausanne;Service Stations;China;CN;6.63;46.52;S;S;3;3;9;Luzern
970;-1;Lausanne;Shopping;China;CN;6.63;46.52;M;XS;5;2;10;Luzern
971;-1;Lausanne;Supermarket;China;CN;6.63;46.52;XS;S;2;3;6;Luzern
972;-1;Lauterbrunnen;Clocks, Jewelery;China;CN;7.89;46.55;M;XS;5;2;10;Luzern
973;-1;Lauterbrunnen;Electronic Sales;China;CN;7.89;46.55;XXS;XS;1;2;2;Luzern
974;-1;Lauterbrunnen;Hotel;China;CN;7.89;46.55;M;S;5;3;15;Luzern
975;-1;Lauterbrunnen;Restaurant;China;CN;7.89;46.55;M;XXS;5;1;5;Luzern
976;-1;Lauterbrunnen;Supermarket;China;CN;7.89;46.55;XS;S;2;3;6;Luzern
977;-1;Lugano;Clocks, Jewelery;China;CN;8.98;46.01;XXL;XS;21;2;42;Luzern
978;-1;Lugano;Restaurant;China;CN;8.98;46.01;S;XS;3;2;6;Luzern
979;-1;Lugano;Shopping;China;CN;8.98;46.01;L;XS;8;2;16;Luzern
980;-1;Lugano;Supermarket;China;CN;8.98;46.01;S;XXS;3;1;3;Luzern
981;-1;Luzern;Bakeries;China;CN;8.33;47.05;XS;L;2;8;16;Luzern
982;-1;Luzern;Clocks, Jewelery;China;CN;8.33;47.05;XL;XXL;13;21;273;Luzern
983;-1;Luzern;Electronic Sales;China;CN;8.33;47.05;XS;S;2;3;6;Luzern
984;-1;Luzern;Hotel;China;CN;8.33;47.05;M;L;5;8;40;Luzern
985;-1;Luzern;Museum, Theater;China;CN;8.33;47.05;XS;XXS;2;1;2;Luzern
986;-1;Luzern;Other;China;CN;8.33;47.05;M;M;5;5;25;Luzern
987;-1;Luzern;Restaurant;China;CN;8.33;47.05;S;L;3;8;24;Luzern
988;-1;Luzern;Shopping;China;CN;8.33;47.05;M;XL;5;13;65;Luzern
989;-1;Luzern;Supermarket;China;CN;8.33;47.05;XS;XL;2;13;26;Luzern
990;-1;Luzern;Tourist Attractions;China;CN;8.33;47.05;S;S;3;3;9;Luzern
991;-1;Luzern;Transportation;China;CN;8.33;47.05;M;S;5;3;15;Luzern
992;-1;Mendrisio;Shopping;China;CN;8.99;45.89;M;M;5;5;25;Luzern
993;-1;Montreux;Service Stations;China;CN;6.94;46.45;XS;S;2;3;6;Luzern
994;-1;Montreux;Shopping;China;CN;6.94;46.45;M;XS;5;2;10;Luzern
995;-1;Montreux;Supermarket;China;CN;6.94;46.45;XS;XS;2;2;4;Luzern
996;-1;Mürren;Restaurant;China;CN;7.88;46.57;S;L;3;8;24;Luzern
997;-1;Mürren;Shopping;China;CN;7.88;46.57;S;XXS;3;1;3;Luzern
998;-1;Mürren;Supermarket;China;CN;7.88;46.57;XS;S;2;3;6;Luzern
999;-1;Mürren;Transportation;China;CN;7.88;46.57;M;S;5;3;15;Luzern
1000;-1;Pratteln;Restaurant;China;CN;7.69;47.52;XS;M;2;5;10;Luzern
1001;-1;Pratteln;Service Stations;China;CN;7.69;47.52;XS;XS;2;2;4;Luzern
1002;-1;Rigi Kulm;Hotel;China;CN;8.55;47.05;XS;XS;2;2;4;Luzern
1003;-1;Stans;Restaurant;China;CN;8.36;46.96;XS;XXS;2;1;2;Luzern
1004;-1;Stans;Service Stations;China;CN;8.36;46.96;XS;XXS;2;1;2;Luzern
1005;-1;Stans;Shopping;China;CN;8.36;46.96;XS;S;2;3;6;Luzern
1006;-1;Vevey;Shopping;China;CN;6.85;46.46;M;XS;5;2;10;Luzern
1007;-1;Vitznau;Transportation;China;CN;8.49;47.02;S;XS;3;2;6;Luzern
1008;-1;Weggis;Hotel;China;CN;8.44;47.04;M;XS;5;2;10;Luzern
1009;-1;Weggis;Restaurant;China;CN;8.44;47.04;S;XS;3;2;6;Luzern
1010;-1;Weggis;Transportation;China;CN;8.44;47.04;S;XS;3;2;6;Luzern
1011;-1;Wengen;Hotel;China;CN;7.91;46.6;M;XS;5;2;10;Luzern
1012;-1;Wengen;Shopping;China;CN;7.91;46.6;S;S;3;3;9;Luzern
1013;-1;Wengen;Supermarket;China;CN;7.91;46.6;XS;S;2;3;6;Luzern
1014;-1;Wengen;Transportation;China;CN;7.91;46.6;S;XS;3;2;6;Luzern
1015;-1;Zermatt;Shopping;China;CN;7.75;45.99;S;XS;3;2;6;Luzern
1016;-1;Zermatt;Supermarket;China;CN;7.75;45.99;XS;XXS;2;1;2;Luzern
1017;-1;Zug;Shopping;China;CN;8.52;47.15;S;S;3;3;9;Luzern
1018;-1;Zürich;Bakeries;China;CN;8.48;47.36;XS;S;2;3;6;Luzern
1019;-1;Zürich;Clocks, Jewelery;China;CN;8.48;47.36;XXL;M;21;5;105;Luzern
1020;-1;Zürich;FoodStore;China;CN;8.48;47.36;S;S;3;3;9;Luzern
1021;-1;Zürich;Hotel;China;CN;8.48;47.36;M;M;5;5;25;Luzern
1022;-1;Zürich;Other;China;CN;8.48;47.36;M;L;5;8;40;Luzern
1023;-1;Zürich;Restaurant;China;CN;8.48;47.36;S;L;3;8;24;Luzern
1024;-1;Zürich;Shopping;China;CN;8.48;47.36;L;L;8;8;64;Luzern
1025;-1;Zürich;Supermarket;China;CN;8.48;47.36;XS;M;2;5;10;Luzern
1026;-1;Zürich Flughafen;Restaurant;China;CN;8.52;47.35;XS;S;2;3;6;Luzern
1027;-1;Zürich Flughafen;Shopping;China;CN;8.52;47.35;M;S;5;3;15;Luzern
1028;-2;Alpnachstad;Transportation;China;CN;8.28;46.97;M;XS;5;2;10;Luzern
1029;-2;Basel;Restaurant;China;CN;7.58;47.56;XS;XXS;2;1;2;Luzern
1030;-2;Basel;Shopping;China;CN;7.58;47.56;XS;XXS;2;1;2;Luzern
1031;-2;Basel;Supermarket;China;CN;7.58;47.56;XS;S;2;3;6;Luzern
1032;-2;Bern;Bakeries;China;CN;7.41;46.95;XS;XS;2;2;4;Luzern
1033;-2;Bern;Clocks, Jewelery;China;CN;7.41;46.95;XXL;XS;21;2;42;Luzern
1034;-2;Bern;Hotel;China;CN;7.41;46.95;M;XS;5;2;10;Luzern
1035;-2;Bern;Other;China;CN;7.41;46.95;M;XXS;5;1;5;Luzern
1036;-2;Bern;Restaurant;China;CN;7.41;46.95;S;S;3;3;9;Luzern
1037;-2;Bern;Shopping;China;CN;7.41;46.95;M;M;5;5;25;Luzern
1038;-2;Bern;Supermarket;China;CN;7.41;46.95;XS;S;2;3;6;Luzern
1039;-2;Bern;Transportation;China;CN;7.41;46.95;M;S;5;3;15;Luzern
1040;-2;Broc;FoodStore;China;CN;7.12;46.6;S;XS;3;2;6;Luzern
1041;-2;Engelberg;Transportation;China;CN;8.43;46.82;M;XS;5;2;10;Luzern
1042;-2;Genève;Clocks, Jewelery;China;CN;6.14;46.21;XL;L;13;8;104;Luzern
1043;-2;Genève;Hotel;China;CN;6.14;46.21;M;M;5;5;25;Luzern
1044;-2;Genève;Other;China;CN;6.14;46.21;M;S;5;3;15;Luzern
1045;-2;Genève;Restaurant;China;CN;6.14;46.21;M;S;5;3;15;Luzern
1046;-2;Genève;Shopping;China;CN;6.14;46.21;M;M;5;5;25;Luzern
1047;-2;Genève;Supermarket;China;CN;6.14;46.21;XS;M;2;5;10;Luzern
1048;-2;Grindelwald;Hotel;China;CN;8.05;46.62;M;XS;5;2;10;Luzern
1049;-2;Grindelwald;Shopping;China;CN;8.05;46.62;M;XS;5;2;10;Luzern
1050;-2;Grindelwald;Supermarket;China;CN;8.05;46.62;XS;S;2;3;6;Luzern
1051;-2;Grindelwald;Transportation;China;CN;8.05;46.62;M;S;5;3;15;Luzern
1052;-2;Interlaken;Clocks, Jewelery;China;CN;7.86;46.69;XL;L;13;8;104;Luzern
1053;-2;Interlaken;Hotel;China;CN;7.86;46.69;M;S;5;3;15;Luzern
1054;-2;Interlaken;Other;China;CN;7.86;46.69;M;XS;5;2;10;Luzern
1055;-2;Interlaken;Restaurant;China;CN;7.86;46.69;S;M;3;5;15;Luzern
1056;-2;Interlaken;Service Stations;China;CN;7.86;46.69;XS;S;2;3;6;Luzern
1057;-2;Interlaken;Shopping;China;CN;7.86;46.69;M;M;5;5;25;Luzern
1058;-2;Interlaken;Supermarket;China;CN;7.86;46.69;XS;L;2;8;16;Luzern
1059;-2;Interlaken;Transportation;China;CN;7.86;46.69;S;XS;3;2;6;Luzern
1060;-2;Jungfraujoch;Shopping;China;CN;7.98;46.55;M;M;5;5;25;Luzern
1061;-2;Kriens;Transportation;China;CN;8.26;47.02;XS;S;2;3;6;Luzern
1062;-2;Lausanne;Other;China;CN;6.63;46.52;M;S;5;3;15;Luzern
1063;-2;Lausanne;Restaurant;China;CN;6.63;46.52;S;S;3;3;9;Luzern
1064;-2;Lausanne;Service Stations;China;CN;6.63;46.52;XS;XS;2;2;4;Luzern
1065;-2;Lausanne;Supermarket;China;CN;6.63;46.52;XS;XS;2;2;4;Luzern
1066;-2;Lauterbrunnen;Hotel;China;CN;7.89;46.55;M;S;5;3;15;Luzern
1067;-2;Lauterbrunnen;Supermarket;China;CN;7.89;46.55;XS;S;2;3;6;Luzern
1068;-2;Lugano;Shopping;China;CN;8.98;46.01;L;S;8;3;24;Luzern
1069;-2;Luzern;Bakeries;China;CN;8.33;47.05;XS;XXS;2;1;2;Luzern
1070;-2;Luzern;Clocks, Jewelery;China;CN;8.33;47.05;XL;M;13;5;65;Luzern
1071;-2;Luzern;Hotel;China;CN;8.33;47.05;L;M;8;5;40;Luzern
1072;-2;Luzern;Restaurant;China;CN;8.33;47.05;XS;S;2;3;6;Luzern
1073;-2;Luzern;Shopping;China;CN;8.33;47.05;L;M;8;5;40;Luzern
1074;-2;Luzern;Supermarket;China;CN;8.33;47.05;XS;M;2;5;10;Luzern
1075;-2;Mendrisio;Shopping;China;CN;8.99;45.89;M;M;5;5;25;Luzern
1076;-2;Montreux;Restaurant;China;CN;6.94;46.45;S;XS;3;2;6;Luzern
1077;-2;Montreux;Service Stations;China;CN;6.94;46.45;XS;S;2;3;6;Luzern
1078;-2;Montreux;Supermarket;China;CN;6.94;46.45;XS;S;2;3;6;Luzern
1079;-2;Mürren;Restaurant;China;CN;7.88;46.57;S;S;3;3;9;Luzern
1080;-2;Mürren;Supermarket;China;CN;7.88;46.57;XS;S;2;3;6;Luzern
1081;-2;Mürren;Transportation;China;CN;7.88;46.57;S;S;3;3;9;Luzern
1082;-2;Pratteln;Restaurant;China;CN;7.69;47.52;S;S;3;3;9;Luzern
1083;-2;Schaffhausen;Shopping;China;CN;8.64;47.72;S;S;3;3;9;Luzern
1084;-2;Vevey;Clocks, Jewelery;China;CN;6.85;46.46;XXL;XS;21;2;42;Luzern
1085;-2;Vevey;Shopping;China;CN;6.85;46.46;S;XXS;3;1;3;Luzern
1086;-2;Wengen;Supermarket;China;CN;7.91;46.6;XS;XXS;2;1;2;Luzern
1087;-2;Wengen;Transportation;China;CN;7.91;46.6;M;XS;5;2;10;Luzern
1088;-2;Zermatt;Shopping;China;CN;7.75;45.99;M;S;5;3;15;Luzern
1089;-2;Zermatt;Supermarket;China;CN;7.75;45.99;XS;S;2;3;6;Luzern
1090;-2;Zürich;Bakeries;China;CN;8.48;47.36;S;S;3;3;9;Luzern
1091;-2;Zürich;Clocks, Jewelery;China;CN;8.48;47.36;XL;M;13;5;65;Luzern
1092;-2;Zürich;FoodStore;China;CN;8.48;47.36;S;S;3;3;9;Luzern
1093;-2;Zürich;Hotel;China;CN;8.48;47.36;M;S;5;3;15;Luzern
1094;-2;Zürich;Other;China;CN;8.48;47.36;M;L;5;8;40;Luzern
1095;-2;Zürich;Restaurant;China;CN;8.48;47.36;S;M;3;5;15;Luzern
1096;-2;Zürich;Shopping;China;CN;8.48;47.36;M;M;5;5;25;Luzern
1097;-2;Zürich;Supermarket;China;CN;8.48;47.36;XS;M;2;5;10;Luzern
1098;-2;Zürich Flughafen;Restaurant;China;CN;8.52;47.35;XS;S;2;3;6;Luzern
1099;-2;Zürich Flughafen;Shopping;China;CN;8.52;47.35;M;S;5;3;15;Luzern
1100;-3;Bern;Hotel;China;CN;7.41;46.95;M;XS;5;2;10;Luzern
1101;-3;Bern;Restaurant;China;CN;7.41;46.95;XS;S;2;3;6;Luzern
1102;-3;Bern;Shopping;China;CN;7.41;46.95;M;S;5;3;15;Luzern
1103;-3;Bern;Supermarket;China;CN;7.41;46.95;S;S;3;3;9;Luzern
1104;-3;Bern;Transportation;China;CN;7.41;46.95;M;S;5;3;15;Luzern
1105;-3;Genève;Clocks, Jewelery;China;CN;6.14;46.21;XL;S;13;3;39;Luzern
1106;-3;Genève;Hotel;China;CN;6.14;46.21;M;S;5;3;15;Luzern
1107;-3;Genève;Other;China;CN;6.14;46.21;S;XS;3;2;6;Luzern
1108;-3;Genève;Restaurant;China;CN;6.14;46.21;M;S;5;3;15;Luzern
1109;-3;Genève;Shopping;China;CN;6.14;46.21;M;S;5;3;15;Luzern
1110;-3;Genève;Supermarket;China;CN;6.14;46.21;XS;S;2;3;6;Luzern
1111;-3;Grindelwald;Hotel;China;CN;8.05;46.62;M;XS;5;2;10;Luzern
1112;-3;Grindelwald;Supermarket;China;CN;8.05;46.62;XS;S;2;3;6;Luzern
1113;-3;Grindelwald;Transportation;China;CN;8.05;46.62;M;S;5;3;15;Luzern
1114;-3;Interlaken;Hotel;China;CN;7.86;46.69;M;S;5;3;15;Luzern
1115;-3;Interlaken;Restaurant;China;CN;7.86;46.69;S;S;3;3;9;Luzern
1116;-3;Interlaken;Service Stations;China;CN;7.86;46.69;XS;S;2;3;6;Luzern
1117;-3;Interlaken;Shopping;China;CN;7.86;46.69;XL;S;13;3;39;Luzern
1118;-3;Interlaken;Supermarket;China;CN;7.86;46.69;XS;M;2;5;10;Luzern
1119;-3;Jungfraujoch;Shopping;China;CN;7.98;46.55;S;S;3;3;9;Luzern
1120;-3;Lausanne;Hotel;China;CN;6.63;46.52;M;XS;5;2;10;Luzern
1121;-3;Lausanne;Service Stations;China;CN;6.63;46.52;XS;XS;2;2;4;Luzern
1122;-3;Lausanne;Shopping;China;CN;6.63;46.52;M;XXS;5;1;5;Luzern
1123;-3;Lauterbrunnen;Supermarket;China;CN;7.89;46.55;XS;S;2;3;6;Luzern
1124;-3;Luzern;Clocks, Jewelery;China;CN;8.33;47.05;XL;M;13;5;65;Luzern
1125;-3;Luzern;Hotel;China;CN;8.33;47.05;M;XS;5;2;10;Luzern
1126;-3;Luzern;Shopping;China;CN;8.33;47.05;M;XS;5;2;10;Luzern
1127;-3;Luzern;Supermarket;China;CN;8.33;47.05;XS;M;2;5;10;Luzern
1128;-3;Mendrisio;Shopping;China;CN;8.99;45.89;M;M;5;5;25;Luzern
1129;-3;Montreux;Clocks, Jewelery;China;CN;6.94;46.45;XXL;XS;21;2;42;Luzern
1130;-3;Montreux;Service Stations;China;CN;6.94;46.45;XS;XS;2;2;4;Luzern
1131;-3;Mürren;Restaurant;China;CN;7.88;46.57;M;S;5;3;15;Luzern
1132;-3;Mürren;Transportation;China;CN;7.88;46.57;S;S;3;3;9;Luzern
1133;-3;Pratteln;Restaurant;China;CN;7.69;47.52;M;XXS;5;1;5;Luzern
1134;-3;Wengen;Hotel;China;CN;7.91;46.6;M;XS;5;2;10;Luzern
1135;-3;Zermatt;Hotel;China;CN;7.75;45.99;S;XXS;3;1;3;Luzern
1136;-3;Zermatt;Shopping;China;CN;7.75;45.99;M;XXS;5;1;5;Luzern
1137;-3;Zermatt;Supermarket;China;CN;7.75;45.99;XS;S;2;3;6;Luzern
1138;-3;Zug;Clocks, Jewelery;China;CN;8.52;47.15;XXL;XS;21;2;42;Luzern
1139;-3;Zürich;Clocks, Jewelery;China;CN;8.48;47.36;XXL;S;21;3;63;Luzern
1140;-3;Zürich;FoodStore;China;CN;8.48;47.36;S;S;3;3;9;Luzern
1141;-3;Zürich;Hotel;China;CN;8.48;47.36;XL;S;13;3;39;Luzern
1142;-3;Zürich;Other;China;CN;8.48;47.36;M;M;5;5;25;Luzern
1143;-3;Zürich;Restaurant;China;CN;8.48;47.36;XS;S;2;3;6;Luzern
1144;-3;Zürich;Shopping;China;CN;8.48;47.36;M;S;5;3;15;Luzern
1145;-3;Zürich;Supermarket;China;CN;8.48;47.36;S;S;3;3;9;Luzern
1146;-3;Zürich Flughafen;Restaurant;China;CN;8.52;47.35;XS;S;2;3;6;Luzern
1147;-4;Bern;Restaurant;China;CN;7.41;46.95;S;XS;3;2;6;Luzern
1148;-4;Bern;Shopping;China;CN;7.41;46.95;M;S;5;3;15;Luzern
1149;-4;Bern;Supermarket;China;CN;7.41;46.95;XS;XS;2;2;4;Luzern
1150;-4;Bern;Transportation;China;CN;7.41;46.95;M;S;5;3;15;Luzern
1151;-4;Genève;Clocks, Jewelery;China;CN;6.14;46.21;XL;S;13;3;39;Luzern
1152;-4;Genève;Hotel;China;CN;6.14;46.21;M;S;5;3;15;Luzern
1153;-4;Genève;Other;China;CN;6.14;46.21;M;S;5;3;15;Luzern
1154;-4;Genève;Restaurant;China;CN;6.14;46.21;XS;S;2;3;6;Luzern
1155;-4;Genève;Shopping;China;CN;6.14;46.21;L;M;8;5;40;Luzern
1156;-4;Genève;Supermarket;China;CN;6.14;46.21;XS;S;2;3;6;Luzern
1157;-4;Grindelwald;Hotel;China;CN;8.05;46.62;M;S;5;3;15;Luzern
1158;-4;Grindelwald;Shopping;China;CN;8.05;46.62;S;XS;3;2;6;Luzern
1159;-4;Grindelwald;Transportation;China;CN;8.05;46.62;S;XXS;3;1;3;Luzern
1160;-4;Interlaken;Clocks, Jewelery;China;CN;7.86;46.69;XXL;XS;21;2;42;Luzern
1161;-4;Interlaken;Hotel;China;CN;7.86;46.69;L;XS;8;2;16;Luzern
1162;-4;Interlaken;Restaurant;China;CN;7.86;46.69;XS;XXS;2;1;2;Luzern
1163;-4;Interlaken;Shopping;China;CN;7.86;46.69;M;S;5;3;15;Luzern
1164;-4;Interlaken;Supermarket;China;CN;7.86;46.69;XS;S;2;3;6;Luzern
1165;-4;Lausanne;Clocks, Jewelery;China;CN;6.63;46.52;M;XXS;5;1;5;Luzern
1166;-4;Lausanne;Hotel;China;CN;6.63;46.52;M;XS;5;2;10;Luzern
1167;-4;Lausanne;Shopping;China;CN;6.63;46.52;S;S;3;3;9;Luzern
1168;-4;Lauterbrunnen;Supermarket;China;CN;7.89;46.55;XS;S;2;3;6;Luzern
1169;-4;Luzern;Clocks, Jewelery;China;CN;8.33;47.05;XL;S;13;3;39;Luzern
1170;-4;Luzern;Shopping;China;CN;8.33;47.05;XL;S;13;3;39;Luzern
1171;-4;Luzern;Supermarket;China;CN;8.33;47.05;XS;S;2;3;6;Luzern
1172;-4;Mendrisio;Shopping;China;CN;8.99;45.89;M;XXS;5;1;5;Luzern
1173;-4;Montreux;Hotel;China;CN;6.94;46.45;M;XXS;5;1;5;Luzern
1174;-4;Montreux;Service Stations;China;CN;6.94;46.45;S;XXS;3;1;3;Luzern
1175;-4;Mürren;Restaurant;China;CN;7.88;46.57;S;XS;3;2;6;Luzern
1176;-4;Mürren;Transportation;China;CN;7.88;46.57;M;S;5;3;15;Luzern
1177;-4;Vevey;Service Stations;China;CN;6.85;46.46;XS;XS;2;2;4;Luzern
1178;-4;Zermatt;Shopping;China;CN;7.75;45.99;L;XS;8;2;16;Luzern
1179;-4;Zermatt;Supermarket;China;CN;7.75;45.99;XS;XS;2;2;4;Luzern
1180;-4;Zürich;Clocks, Jewelery;China;CN;8.48;47.36;L;XS;8;2;16;Luzern
1181;-4;Zürich;FoodStore;China;CN;8.48;47.36;M;XXS;5;1;5;Luzern
1182;-4;Zürich;Hotel;China;CN;8.48;47.36;M;S;5;3;15;Luzern
1183;-4;Zürich;Other;China;CN;8.48;47.36;M;M;5;5;25;Luzern
1184;-4;Zürich;Restaurant;China;CN;8.48;47.36;S;XS;3;2;6;Luzern
1185;-4;Zürich;Shopping;China;CN;8.48;47.36;XL;S;13;3;39;Luzern
1186;-4;Zürich;Supermarket;China;CN;8.48;47.36;XS;XS;2;2;4;Luzern
1187;-4;Zürich Flughafen;Shopping;China;CN;8.52;47.35;S;XS;3;2;6;Luzern
1188;-5;Bern;Hotel;China;CN;7.41;46.95;L;XS;8;2;16;Luzern
1189;-5;Bern;Transportation;China;CN;7.41;46.95;M;XS;5;2;10;Luzern
1190;-5;Genève;Clocks, Jewelery;China;CN;6.14;46.21;XXL;S;21;3;63;Luzern
1191;-5;Genève;Other;China;CN;6.14;46.21;M;S;5;3;15;Luzern
1192;-5;Genève;Restaurant;China;CN;6.14;46.21;S;XS;3;2;6;Luzern
1193;-5;Genève;Shopping;China;CN;6.14;46.21;L;S;8;3;24;Luzern
1194;-5;Genève;Supermarket;China;CN;6.14;46.21;S;S;3;3;9;Luzern
1195;-5;Interlaken;Supermarket;China;CN;7.86;46.69;XS;XS;2;2;4;Luzern
1196;-5;Luzern;Clocks, Jewelery;China;CN;8.33;47.05;L;M;8;5;40;Luzern
1197;-5;Luzern;Shopping;China;CN;8.33;47.05;XS;XS;2;2;4;Luzern
1198;-5;Mendrisio;Shopping;China;CN;8.99;45.89;M;S;5;3;15;Luzern
1199;-5;Mürren;Transportation;China;CN;7.88;46.57;M;XS;5;2;10;Luzern
1200;-5;Zermatt;Hotel;China;CN;7.75;45.99;M;XS;5;2;10;Luzern
1201;-5;Zermatt;Shopping;China;CN;7.75;45.99;S;XS;3;2;6;Luzern
1202;-5;Zermatt;Supermarket;China;CN;7.75;45.99;XS;S;2;3;6;Luzern
1203;-5;Zürich;Clocks, Jewelery;China;CN;8.48;47.36;XL;XXS;13;1;13;Luzern
1204;-5;Zürich;Other;China;CN;8.48;47.36;M;M;5;5;25;Luzern
1205;-5;Zürich Flughafen;Restaurant;China;CN;8.52;47.35;XS;XXS;2;1;2;Luzern
1206;-6;Genève;Hotel;China;CN;6.14;46.21;M;XS;5;2;10;Luzern
1207;-6;Genève;Other;China;CN;6.14;46.21;M;S;5;3;15;Luzern
1208;-6;Genève;Restaurant;China;CN;6.14;46.21;S;XS;3;2;6;Luzern
1209;-6;Genève;Shopping;China;CN;6.14;46.21;XL;XS;13;2;26;Luzern
1210;-6;Genève;Supermarket;China;CN;6.14;46.21;XS;XS;2;2;4;Luzern
1211;-6;Luzern;Clocks, Jewelery;China;CN;8.33;47.05;L;S;8;3;24;Luzern
1212;-6;Luzern;Shopping;China;CN;8.33;47.05;M;XS;5;2;10;Luzern
1213;-6;Luzern;Supermarket;China;CN;8.33;47.05;XS;S;2;3;6;Luzern
1214;-6;Montreux;Service Stations;China;CN;6.94;46.45;XS;XS;2;2;4;Luzern
1215;-6;Zermatt;Hotel;China;CN;7.75;45.99;M;XS;5;2;10;Luzern
1216;-6;Zermatt;Supermarket;China;CN;7.75;45.99;XS;XS;2;2;4;Luzern
1217;-6;Zürich;Clocks, Jewelery;China;CN;8.48;47.36;XXL;XS;21;2;42;Luzern
1218;-6;Zürich;Other;China;CN;8.48;47.36;M;S;5;3;15;Luzern
1219;-6;Zürich;Restaurant;China;CN;8.48;47.36;M;S;5;3;15;Luzern
1220;-6;Zürich;Shopping;China;CN;8.48;47.36;M;S;5;3;15;Luzern
1221;-6;Zürich;Supermarket;China;CN;8.48;47.36;S;XS;3;2;6;Luzern
1222;-7;Bern;Transportation;China;CN;7.41;46.95;M;XS;5;2;10;Luzern
1223;-7;Genève;Hotel;China;CN;6.14;46.21;M;XXS;5;1;5;Luzern
1224;-7;Genève;Restaurant;China;CN;6.14;46.21;S;XS;3;2;6;Luzern
